"user","lp_token_amount","lp_usd_amount","tvl_tier","prize"
"0x3a9265221101e3201edc6af722ad1aa76d565f07",0.0895783348305376,501.346434601881,"tier1:$500-$2,000",2.38095238095238
"0xcbb0d53b7fd8205078740c8f7560dee0473f9554",0.0896024648793389,501.481484153273,"tier1:$500-$2,000",2.38095238095238
"0x3395b444cc58d31136f62887c5f357b8fe1c849f",0.0897304569396967,502.197822129851,"tier1:$500-$2,000",2.38095238095238
"0x5ee6894e0b5969660d3e6b1b38c4466bdf7bc72d",0.0898834781848969,503.054241886309,"tier1:$500-$2,000",2.38095238095238
"0xa27c2724fb035e9130144d8581645a427add8f3a",0.0901366107450786,504.470958403409,"tier1:$500-$2,000",2.38095238095238
"0x3c30309732aaae098f40e1c373ae415a34e42ed4",0.0902149471675566,504.909386804463,"tier1:$500-$2,000",2.38095238095238
"0x19915f02fe4f4d3d064341f89b3786595bfd7156",0.0902605508278967,505.16461852494,"tier1:$500-$2,000",2.38095238095238
"0x9d9eb8821014ec1a4b9ce4f1c3137aab579928dc",0.0907893844013614,508.124361269164,"tier1:$500-$2,000",2.38095238095238
"0xe9bc4340a7eb8bc39eba3b4454fa894085aea948",0.0913882629403998,511.476127305834,"tier1:$500-$2,000",2.38095238095238
"0x7bb28b8797432fb907151c958c8dfc92b5402c25",0.0917481054592343,513.490071460714,"tier1:$500-$2,000",2.38095238095238
"0xf569946cd54e2879dd1143413e792be2287e991b",0.0919670668456625,514.715540884866,"tier1:$500-$2,000",2.38095238095238
"0x126977c208aaffdad403ce995fcf750e05ab9b2b",0.0919791233466883,514.783017957469,"tier1:$500-$2,000",2.38095238095238
"0xf99d15169ba9c05b862ac7e4487ad562b4347ceb",0.0922735837756301,516.431035711546,"tier1:$500-$2,000",2.38095238095238
"0xb293becbdc79054290dc5d5b00c2b2ef92099c2a",0.0924446355821166,517.388367788285,"tier1:$500-$2,000",2.38095238095238
"0x3de5e66390b91e7bee114a1725756114e70c9c30",0.0926625401807889,518.60792264867,"tier1:$500-$2,000",2.38095238095238
"0x9059244dc048776e41a940e395560206851df1e1",0.0927439936934026,519.063796585285,"tier1:$500-$2,000",2.38095238095238
"0x32262d854086e6a2f79bb20124d3007a45b2bdf7",0.0931693735927518,521.444536261832,"tier1:$500-$2,000",2.38095238095238
"0xc094cef91c5d577bd802f4820db2a03ba764500f",0.0931818578635719,521.514407449727,"tier1:$500-$2,000",2.38095238095238
"0xfc5ad91f9226ae735d001421d24bd3afd6fbd69c",0.0931863010360863,521.539274720397,"tier1:$500-$2,000",2.38095238095238
"0x22f28a4122d3655249ba4e1b2000cababd346324",0.0933030149622666,522.192491939377,"tier1:$500-$2,000",2.38095238095238
"0x5730ea55cd466cd6fb15f55ea1631b3ef556170d",0.0934664733411046,523.107325594091,"tier1:$500-$2,000",2.38095238095238
"0xc937f0265014971484b3e18387a26ae84a5e3295",0.0935827995971791,523.758373125214,"tier1:$500-$2,000",2.38095238095238
"0x8a1d7fddd2f4bf07be21d47fdbffcaee7e4fe481",0.0936156537887965,523.942249414724,"tier1:$500-$2,000",2.38095238095238
"0x8c60b460523eecd411d067931bdd6cf163d12480",0.0936235977799384,523.986709848634,"tier1:$500-$2,000",2.38095238095238
"0xe96585e36c28ee8faf894898fe39b16212bb250c",0.0937558026153019,524.726625621483,"tier1:$500-$2,000",2.38095238095238
"0x527d9855edf178eee8ec61fc352777cb3586464c",0.0938161981323154,525.064643482363,"tier1:$500-$2,000",2.38095238095238
"0xcaea78c1e5a261d6cc9c59f9886958ec4959f416",0.0946022192811782,529.463797599813,"tier1:$500-$2,000",2.38095238095238
"0x2821dd3439216e0e6c1adc9104e8232233a40863",0.0946493216911372,529.727417428634,"tier1:$500-$2,000",2.38095238095238
"0xb4c9531a60e252c871d51923bc9f153f1d371ca8",0.0947068631447854,530.049461845768,"tier1:$500-$2,000",2.38095238095238
"0xec801596e60df1c73ed0e38a8ba459d9d9f3820c",0.094832379384317,530.751943302839,"tier1:$500-$2,000",2.38095238095238
"0x9bbe53e9aa03dab73544ba0efb2fc95790124151",0.0949337529034253,531.319304288776,"tier1:$500-$2,000",2.38095238095238
"0x7d93d1b1708061fce90a1675c211e4d6f476ace4",0.0957184950905671,535.711300393074,"tier1:$500-$2,000",2.38095238095238
"0x28b035a5990ee3a839162441a047bf99522b6023",0.0957474126002269,535.873144106656,"tier1:$500-$2,000",2.38095238095238
"0xdefb16af9cfaf93dff71c5504d761ecfa1f6d946",0.0957734225024496,536.018714704372,"tier1:$500-$2,000",2.38095238095238
"0x1f3e482087bc4e03116b78b79c55e44d2b612ebe",0.0958447135653739,536.417712076714,"tier1:$500-$2,000",2.38095238095238
