"user","lp_token_amount","lp_usd_amount","tvl_tier","prize"
"0x0dd189d8a05d4c7308aa5e08dba80ed57b9a5fbd",10.0757539828523,500.299034314667,"tier1:$500-$2,000",2.24971878515186
"0x64c4929d9d55adc840039a50f763f3774a081304",10.0765213297206,500.337135969174,"tier1:$500-$2,000",2.24971878515186
"0xab9fed1e741c9d29cd5c3583839ca2e985ff2fe3",10.0843498754092,500.725852670155,"tier1:$500-$2,000",2.24971878515186
"0xebfc091606c7574ad8e9a144c08811ac2e5a8ffc",10.0878196781068,500.898141408231,"tier1:$500-$2,000",2.24971878515186
"0x5a614253bcfa4cfcaeb6d3673c8acde828c32246",10.0917281207998,501.092210269807,"tier1:$500-$2,000",2.24971878515186
"0x7d99513d132c0030cfe254bb36fc2aebf2a51831",10.1033305515239,501.668314539213,"tier1:$500-$2,000",2.24971878515186
"0x0ec570339d473876ea6ceff4ac192d0523c7d2a6",10.1101762034677,502.008226873572,"tier1:$500-$2,000",2.24971878515186
"0xcfdd6cb5aea4c6da545efe9201bc8c3ae959aa79",10.1127812671891,502.137578073132,"tier1:$500-$2,000",2.24971878515186
"0x52ca3ce771d89598ad477186e7d469111f623a5f",10.1128397707821,502.140482996289,"tier1:$500-$2,000",2.24971878515186
"0xbfbc1a9d959f3140ef3ba0073f1044a02be7b637",10.1172728734541,502.360603196683,"tier1:$500-$2,000",2.24971878515186
"0x37f0705be154ee6ebae0a3f8e166a82488ff7e66",10.1798343298421,505.467014515327,"tier1:$500-$2,000",2.24971878515186
"0xb47be7126009a70f4f304d4fb8e342bbc2fa10ce",10.1871857373354,505.832039512565,"tier1:$500-$2,000",2.24971878515186
"0x58e87ff96d25c0891d15d23e3c193599c8392c26",10.1889115101297,505.917730614582,"tier1:$500-$2,000",2.24971878515186
"0xd7b793723edbc82fa4722f3cdb736a2c8587c7da",10.1907387899317,506.008461920838,"tier1:$500-$2,000",2.24971878515186
"0x70d400c1da50d146dfb659e7e3a80bd351d1a656",10.1914369973797,506.043130543412,"tier1:$500-$2,000",2.24971878515186
