"user","lp_token_amount","lp_usd_amount","tvl_tier","prize"
"0x1229f606f09ab4c7eae0216834d993faf9894b7d",0.329377290920094,504.723976825082,"tier1:$500-$2,000",4.03225806451613
"0xd3c2a362abb0ce8c754086459ac148cf06240860",0.331127313932924,507.405638854979,"tier1:$500-$2,000",4.03225806451613
"0x446c485789f2ab7adf18e0fe43d52f789dad12f8",0.331186861466627,507.496887003681,"tier1:$500-$2,000",4.03225806451613
"0x56b996090872f8d151963c8bd49accf5829b3901",0.332067100321177,508.845728188157,"tier1:$500-$2,000",4.03225806451613
"0x81c9d22717ef614ccbb615720b3fbc56b8a2cc39",0.332093494663552,508.886173773863,"tier1:$500-$2,000",4.03225806451613
"0xfe576300bb7832647d3b661933076929e14e5665",0.332873752431341,510.081808124996,"tier1:$500-$2,000",4.03225806451613
"0x9bbe53e9aa03dab73544ba0efb2fc95790124151",0.333648729846334,511.269351084475,"tier1:$500-$2,000",4.03225806451613
"0x287487556b4d43cc7b79dfedc31fd8bed215a55f",0.333664771875866,511.293933219203,"tier1:$500-$2,000",4.03225806451613
"0xd97f228448593ba473cb3ca856d791d6a9f01877",0.333805127722692,511.509008645269,"tier1:$500-$2,000",4.03225806451613
"0x85242a05647d9f264c6be379da69fafab76a8791",0.333956274275962,511.740619298319,"tier1:$500-$2,000",4.03225806451613
"0xe1299d34fbfe1d0fb490674689f573f865646f61",0.334188623345727,512.096661289483,"tier1:$500-$2,000",4.03225806451613
"0x8962f1d66be0af10af94d9d6a1c33888e4c01d7b",0.335166220589775,513.594690395771,"tier1:$500-$2,000",4.03225806451613
"0x991d9945f12b0c723974ea92d2fde91330790d92",0.335179731124773,513.615393374213,"tier1:$500-$2,000",4.03225806451613
"0xb3b19bdaf226d95429a57948fe69761c980cac9a",0.336685176594635,515.922275012349,"tier1:$500-$2,000",4.03225806451613
"0xfda8ff39d42f6de1f9135c207c4fc78e08c2f999",0.33856796567263,518.807382204511,"tier1:$500-$2,000",4.03225806451613
"0x91f5687b900ae30d0b7d8b5fe35836acf06fe0d7",0.339428993282046,520.126784880896,"tier1:$500-$2,000",4.03225806451613
"0x68de56e124be25613ab8412ee049333ce84c66d3",0.339806583568222,520.705388434034,"tier1:$500-$2,000",4.03225806451613
"0x5a3c561769ab054e2bc31dfc9789395d7ec8eafe",0.340250425068844,521.385512575709,"tier1:$500-$2,000",4.03225806451613
"0x76a874d5e26a202396cbb0b8ad43559025387c2b",0.341103703651114,522.693040967177,"tier1:$500-$2,000",4.03225806451613
"0x0b3b58dcbce2ff4f5e3ff4f5cc9f77314cc7987b",0.341458944695845,523.237397477996,"tier1:$500-$2,000",4.03225806451613
"0xd8ee0279e2d273af40c139daba58f1e89e4612c1",0.342007158015875,524.077456627979,"tier1:$500-$2,000",4.03225806451613
"0xf6a9371313983c9016cf738516fe8be8ae968146",0.342382267496184,524.652258698022,"tier1:$500-$2,000",4.03225806451613
"0x9417c7ff20f20414300d2154471b5b5b79d510ca",0.342620720868199,525.017654666501,"tier1:$500-$2,000",4.03225806451613
"0x73859cc2e17a131e30408b0ffb9a028d70d884f9",0.342680765431748,525.10966444294,"tier1:$500-$2,000",4.03225806451613
"0xd62c34a5310328fa1e33db180d1f2a894a18f293",0.342794581948489,525.2840721102,"tier1:$500-$2,000",4.03225806451613
"0x26ee9a5ae9470c4091cdb589f80b8d03aa7c067b",0.342840477605869,525.354400694927,"tier1:$500-$2,000",4.03225806451613
"0xd736f9601c7669207d0fc28643aa701762bebe7c",0.342868421965465,525.397221462156,"tier1:$500-$2,000",4.03225806451613
"0x8c60b460523eecd411d067931bdd6cf163d12480",0.342986410730757,525.578022508496,"tier1:$500-$2,000",4.03225806451613
"0x0e183811faf55ecbde29d5fbdab29c5d7da2560a",0.343960529363188,527.070721135917,"tier1:$500-$2,000",4.03225806451613
"0xcaea78c1e5a261d6cc9c59f9886958ec4959f416",0.344108261815164,527.297100163016,"tier1:$500-$2,000",4.03225806451613
"0x8fc588eb558f3d23b184ddedf8defb2e7968c77c",0.344963086946619,528.606998421737,"tier1:$500-$2,000",4.03225806451613
"0x03c42620a9b70cd4d8a1b94b4d1668f9b4c96f1f",0.345480567301795,529.39996366249,"tier1:$500-$2,000",4.03225806451613
