"user","lp_token_amount","lp_usd_amount","tvl_tier","prize"
"0x15a16ddfe80bf502d5b0e338be410283b92eb736",10.7192549352924,501.744731941621,"tier1:$500-$2,000",2.24971878515186
"0x3df7e4cc6966824a9f0ead77fefd69ebcdeb79c5",10.7477528782537,503.078657931657,"tier1:$500-$2,000",2.24971878515186
"0xb59ec6c01a4eebb0a8820a42a6a2f5381d731eef",10.7493957808948,503.155558588486,"tier1:$500-$2,000",2.24971878515186
"0xc8dd81e7319339326b95fa16a43e19f4b295ac1e",10.7497582394915,503.172524477676,"tier1:$500-$2,000",2.24971878515186
"0x5c9e1e52ed8fa7c86da794af2ffdb093983cbce7",10.7561201185371,503.470310034197,"tier1:$500-$2,000",2.24971878515186
"0x446b3829013f94ea309318e294d8ed7825950e09",10.7671353879889,503.985910554169,"tier1:$500-$2,000",2.24971878515186
"0x6ba056939b27afa6e827634a18e036aaa3161043",10.7725425204472,504.239006524201,"tier1:$500-$2,000",2.24971878515186
"0x08aa087b42eeffb56e29508d392258f754b1bffb",10.7866537335097,504.899521350855,"tier1:$500-$2,000",2.24971878515186
"0x4312c8e2cc5c77b8510d2ec86c1307f5411d3a41",10.7933941329788,505.215024615324,"tier1:$500-$2,000",2.24971878515186
"0xfe23da892107f0d7d3e021842794c235fc7719e2",10.8001904375878,505.533144676358,"tier1:$500-$2,000",2.24971878515186
"0x97d5e2ccf223d28cbe122604ad62cd2e0c07e20d",10.8213438759376,506.523290569754,"tier1:$500-$2,000",2.24971878515186
"0x95749dcb13e882ee74b6b16086913420d057abcd",10.8250645988979,506.697449422737,"tier1:$500-$2,000",2.24971878515186
"0x8aa60881dde54833fd2e2186ee7a9661440c16a1",10.8391219207539,507.355441720621,"tier1:$500-$2,000",2.24971878515186
"0x0d4e8907b2d80f0df79c680139b7f4b56c97b50d",10.8405733869151,507.423381657153,"tier1:$500-$2,000",2.24971878515186
"0xf662858b1a488f2d20b6605ee158c4475bf052d2",10.8462530750548,507.68923535877,"tier1:$500-$2,000",2.24971878515186
"0xffa5bb4aa5e4836434887b9545ddf2fd2bb905e9",10.8625838481281,508.453642904589,"tier1:$500-$2,000",2.24971878515186
"0x622d40ed8d0a3e2e989a3eaec2f8e813f0ff5644",10.8682493578716,508.718832946687,"tier1:$500-$2,000",2.24971878515186
"0xf59509377d6d16ba11471259e813b3296eb6ee20",10.8765487921585,509.107311199764,"tier1:$500-$2,000",2.24971878515186
"0x9d7b4285cef3de7ae4dac1815786f61ba9d71d64",10.8831388968847,509.415779498098,"tier1:$500-$2,000",2.24971878515186
"0x920c1967d4e13602344ce4c38455367c79f77ada",10.8872062191944,509.60616190381,"tier1:$500-$2,000",2.24971878515186
"0x6b7aa5d572fbcb67252165def631305e00c49f7b",10.8890552565434,509.692711272644,"tier1:$500-$2,000",2.24971878515186
"0x4442c30a4785fed5d9aa8a2998358385ba52e37c",10.903567537993,510.371999227802,"tier1:$500-$2,000",2.24971878515186
"0x71ea5f4e370cd946ced53ce8e6ebe9fe64887dd2",10.9063957061453,510.504379554607,"tier1:$500-$2,000",2.24971878515186
"0xa94856db703e5228ecf2bd7b7a6412007a16f5d8",10.9148411362986,510.899691552872,"tier1:$500-$2,000",2.24971878515186
"0x8c60b460523eecd411d067931bdd6cf163d12480",10.9149668615063,510.905576473145,"tier1:$500-$2,000",2.24971878515186
"0x3149c2ddc9a5fa2aeecd2b68b24eed0859b43ea3",10.914998419965,510.907053655138,"tier1:$500-$2,000",2.24971878515186
"0x53c5de09d8f5a9c9d7b37bd7d5e513f4234cd19e",10.9183761269109,511.065156683418,"tier1:$500-$2,000",2.24971878515186
"0xf7a11e4a567a9d44c00be0d006ae63e1ae98d7d4",10.9269352738801,511.465791515563,"tier1:$500-$2,000",2.24971878515186
"0xd1c29a99490ee1f7f4896f69d553a5d52c28d374",10.9289355305215,511.559419126661,"tier1:$500-$2,000",2.24971878515186
